Q5NET6 idh A7E1X5 TAS2R13 1
Q5NGW2 FTT_0715 A8K8P3 SFI1 1
Q5NGV7 katG O00186 STXBP3 1
Q5NGV3 FTT_0726c O00459 PIK3R2 1
Q5NF75 gapA O00560 SDCBP 1
Q5NFA1 FTT_1339c O00560 SDCBP 1
Q5NGY2 FTT_0694 O00560 SDCBP 1
Q5NHP5 dnaE O00560 SDCBP 1
Q5NI40 ppdK O00560 SDCBP 1
Q5NI89 lysU O00560 SDCBP 1
Q5NF53 recB O00622 CYR61 1
Q5NH45 lon O14595 CTDSP2 1
Q5NFN2 FTT_1201c O14907 TAX1BP3 1
Q5NEL1 cysS O14908 GIPC1 1
Q5NEC0 purL O14975 SLC27A2 1
Q5NF50 recC O15031 PLXNB2 1
Q5NEB3 FTT_1727c O15127 SCAMP2 1
Q5NEB5 pcm O15162 PLSCR1 1
Q5NFA1 FTT_1339c O15162 PLSCR1 1
Q5NGM7 spoT O15162 PLSCR1 1
Q5NHR7 gdh O15162 PLSCR1 1
Q5NI93 ftsZ O15162 PLSCR1 1
Q5NF52 FTT_1395c O15169 AXIN1 1
Q5NI90 prfB O15169 AXIN1 1
Q5NF74 tktA O15230 LAMA5 1
Q5NEU6 dnaJ2 O15357 INPPL1 1
Q5NIB1 FTT_0165c O15516 CLOCK 1
Q5NF74 tktA O43143 DHX15 1
Q5NID9 tuf O43242 PSMD3 1
Q5NFN4 uvrB O43264 ZW10 1
Q5NE83 FTT_1768c O43491 EPB41L2 1
Q5NHY6 gltX O43709 WBSCR22 1
Q5NGE6 prlC O43815 STRN 1
Q5NEC0 purL O43914 TYROBP 1
Q5NEJ4 ftsK O43927 CXCL13 1
Q5NGV7 katG O60315 ZEB2 1
Q5NIA8 prfA O60573 EIF4E2 1
Q5NIG3 msbA O60658 PDE8A 1
Q5NHY6 gltX O60762 DPM1 1
Q8G8T7 asd O60763 USO1 1
Q5NF50 recC O75503 CLN5 1
Q5NG84 trkA O75521 PECI 1
Q5NFN3 sbcB O75533 SF3B1 1
Q5NGW2 FTT_0715 O75533 SF3B1 1
Q5NET3 fadE O75746 SLC25A12 1
Q5NEC0 purL O75821 EIF3G 1
Q5NHY6 gltX O75874 IDH1 1
Q5NEB5 pcm O75886 STAM2 1
Q5NF16 yagD O75970 MPDZ 1
Q5NHD1 grxC O94826 TOMM70A 1
Q5NGW4 tdh O94887 FARP2 1
Q5NGV7 katG O94973 AP2A2 1
Q5NES9 FTT_1534c O94979 SEC31A 1
Q5NFL4 FTT_1220 O94979 SEC31A 1
Q5NGE6 prlC O94979 SEC31A 1
Q5NGF9 FTT_0886 O94979 SEC31A 1
Q5NEY7 nadA O95715 CXCL14 1
Q5NF50 recC P00367 GLUD1 1
Q5NG93 xthA P00367 GLUD1 1
Q5NEB4 yegQ P00533 EGFR 1
Q5NF37 proS P01023 A2M 1
Q5NF37 proS P01034 CST3 1
Q5NGV7 katG P01137 TGFB1 1
Q5NES9 FTT_1534c P01241 GH1 1
Q5NEH1 carB P01266 TG 1
Q5NEB5 pcm P01834 IGKC 1
Q5NEJ4 ftsK P01834 IGKC 1
Q5NEX4 lpd P01834 IGKC 1
Q5NF60 ligA P01834 IGKC 1
Q5NGV7 katG P01834 IGKC 1
Q5NHY6 gltX P01834 IGKC 1
Q5NI74 FTT_0209c P01834 IGKC 1
Q5NIF3 FTT_0119 P01834 IGKC 1
Q5NH71 FTT_0598c P01857 IGHG1 1
Q5NEC0 purL P01871 IGHM 1
Q5NEX3 aceF P01871 IGHM 1
Q5NFR9 pilQ P01871 IGHM 1
Q5NFV6 rpoH P01871 IGHM 1
Q5NGW2 FTT_0715 P01871 IGHM 1
Q5NH25 rnfB P01871 IGHM 1
Q5NHM9 glyQ P01871 IGHM 1
Q5NHX5 cdsA P01871 IGHM 1
Q5NFC1 pepA P01903 HLA-DRA 1
Q5NH62 FTT_0609 P01903 HLA-DRA 1
Q5NGV3 FTT_0726c P01909 HLA-DQA1 1
Q5NF60 ligA P01912 HLA-DRB1 1
Q5NF67 acpP P01912 HLA-DRB1 1
Q5NGV7 katG P01912 HLA-DRB1 1
Q5NEC2 pdpD2 P02461 COL3A1 1
Q5NFA1 FTT_1339c P02461 COL3A1 1
Q5NE83 FTT_1768c P02462 COL4A1 1
Q5NI82 FTT_0199 P02462 COL4A1 1
Q5NF37 proS P04040 CAT 1
Q5NFY6 FTT_1077c P04075 ALDOA 1
Q5NI96 ddl P04083 ANXA1 1
Q5NEB4 yegQ P04233 CD74 1
Q5NES9 FTT_1534c P04233 CD74 1
Q5NEU6 dnaJ2 P04233 CD74 1
Q5NGB9 hemL P04233 CD74 1
Q5NGC3 rlmL P04233 CD74 1
Q5NHT8 htpG P04233 CD74 1
Q5NI89 lysU P04233 CD74 1
Q5NID9 tuf P04233 CD74 1
Q5NF53 recB P04440 HLA-DPB1 1
Q5NEB2 nhaD P04792 HSPB1 1
Q5NEB6 tolC P04792 HSPB1 1
Q5NGE6 prlC P04792 HSPB1 1
Q5NFB0 serS P05062 ALDOB 1
Q5NHD1 grxC P05062 ALDOB 1
Q5NIJ3 sdhA P05062 ALDOB 1
Q5NEU6 dnaJ2 P05107 ITGB2 1
Q5NHP7 slt P05109 S100A8 1
Q5NEC0 purL P05155 SERPING1 1
Q5NF53 recB P05165 PCCA 1
Q5NE83 FTT_1768c P05412 JUN 1
Q5NHQ9 glmS P05412 JUN 1
Q5NFP9 bipA P06213 INSR 1
Q5NF75 gapA P06239 LCK 1
Q5NGF9 FTT_0886 P06239 LCK 1
Q5NIA8 prfA P06241 FYN 1
Q5NI74 FTT_0209c P06733 ENO1 1
Q5NFK7 rne P06748 NPM1 1
Q5NEC0 purL P07225 PROS1 1
Q5NH25 rnfB P07237 P4HB 1
Q5NGW4 tdh P07737 PFN1 1
Q5NHY6 gltX P08123 COL1A2 1
Q5NFJ3 glyA P08174 CD55 1
Q5NFY5 FTT_1078c P08174 CD55 1
Q5NEH1 carB P08572 COL4A2 1
Q5NEE1 groL P08575 PTPRC 1
Q5NI02 moxR P08575 PTPRC 1
Q5NIF9 deoB P08575 PTPRC 1
Q5NGL9 FTT_0816c P08579 SNRPB2 1
Q5NGZ2 sthA P08621 SNRNP70 1
Q5NHP0 gcvT P08621 SNRNP70 1
Q5NFR9 pilQ P08670 VIM 1
Q5NEC0 purL P09341 CXCL1 1
Q5NIJ3 sdhA P09429 HMGB1 1
Q5NHX0 fusA P09486 SPARC 1
Q5NF37 proS P09601 HMOX1 1
Q5NFD3 murA P09651 HNRNPA1 1
Q5NE82 clpB P0C0L4 C4A 1
Q5NFN4 uvrB P0C869 JMJD7-PLA2G4B 1
Q5NFN4 uvrB P0C869 PLA2G4B 1
Q5NIJ3 sdhA P0C869 JMJD7-PLA2G4B 1
Q5NIJ3 sdhA P0C869 PLA2G4B 1
Q5NF74 tktA P10619 CTSA 1
Q5NG93 xthA P11836 MS4A1 1
Q5NFB0 serS P11940 PABPC1 1
Q5NHX9 tsf P11940 PABPC1 1
Q5NEY0 galK P12109 COL6A1 1
Q5NEC0 purL P12544 GZMA 1
Q8G8T7 asd P13598 ICAM2 1
Q5NEA2 FTT_1746 P13639 EEF2 1
Q5NFE2 glk1 P13639 EEF2 1
Q5NFM0 FTT_1214c P13639 EEF2 1
Q5NHX0 fusA P13747 HLA-E 1
Q5NHZ0 lldD1 P13747 HLA-E 1
Q5NF37 proS P14618 PKM2 1
Q5NFB1 gpmI P14618 PKM2 1
Q5NI85 glnA P14618 PKM2 1
Q5NF50 recC P14625 HSP90B1 1
Q5NHN5 pulB P15144 ANPEP 1
Q5NEC0 purL P15260 IFNGR1 1
Q5NEC0 purL P15311 EZR 1
Q5NIG1 polA P15692 VEGFA 1
Q5NH47 clpP P16144 ITGB4 1
Q5NHP5 dnaE P16144 ITGB4 1
Q5NI74 FTT_0209c P16144 ITGB4 1
Q5NG28 dacD P16671 CD36 1
Q5NFD2 der P16949 STMN1 1
Q5NGA0 rhlE P16949 STMN1 1
Q5NH45 lon P16949 STMN1 1
Q5NI33 FTT_0257 P17706 PTPN2 1
Q5NET1 fadA P17844 DDX5 1
Q5NHY6 gltX P17844 DDX5 1
Q5NEC0 purL P17927 CR1 1
Q5NEH1 carB P17931 LGALS3 1
Q5NFN4 uvrB P17931 LGALS3 1
Q5NGN4 FTT_0801c P17947 SPI1 1
Q5NG68 FTT_0986 P19447 ERCC3 1
Q5NEC0 purL P19838 NFKB1 1
Q5NFB8 FTT_1321 P19838 NFKB1 1
Q5NFG5 mltA P19838 NFKB1 1
Q5NGE6 prlC P19838 NFKB1 1
Q5NGF9 FTT_0886 P19838 NFKB1 1
Q5NIG1 polA P19838 NFKB1 1
Q5NIQ1 purB P19838 NFKB1 1
Q8G8T7 asd P19838 NFKB1 1
Q5NF74 tktA P19878 NCF2 1
Q5NIG6 FTT_0106c P19878 NCF2 1
Q5NGF6 FTT_0889c P20700 LMNB1 1
Q5NEE2 groS P20936 RASA1 1
Q5NGZ3 pilD P21333 FLNA 1
Q5NIA8 prfA P21810 BGN 1
Q5NF67 acpP P22626 HNRNPA2B1 1
Q5NGX7 pnp P22626 HNRNPA2B1 1
Q5NF74 tktA P23284 PPIB 1
Q5NGQ8 uvrC P23284 PPIB 1
Q5NHE7 gyrB P23588 EIF4B 1
Q5NEH1 carB P23769 GATA2 1
Q5NEC0 purL P25116 F2R 1
Q5NF74 tktA P25774 CTSS 1
Q5NGW8 eno P25788 PSMA3 1
Q5NEC0 purL P25963 NFKBIA 1
Q5NI93 ftsZ P26038 MSN 1
Q5NF50 recC P26651 ZFP36 1
Q5NEC0 purL P27824 CANX 1
Q5NIE3 glpA P28838 LAP3 1
Q5NGV7 katG P29474 NOS3 1
Q5NI24 FTT_0266 P29992 GNA11 1
Q5NI33 FTT_0257 P30260 CDC27 1
Q4VP87 uup P30480 HLA-B 1
Q5NG97 gor P30480 HLA-B 1
Q5NGY2 FTT_0694 P30504 HLA-C 1
Q5NHX0 fusA P30504 HLA-C 1
Q5NHX5 cdsA P30504 HLA-C 1
Q5NI74 FTT_0209c P31040 SDHA 1
Q5NID9 tuf P31146 CORO1A 1
Q5NIE3 glpA P31146 CORO1A 1
Q79RC1 manB P31321 PRKAR1B 1
Q5NEC0 purL P31785 IL2RG 1
Q5NFY5 FTT_1078c P31943 HNRNPH1 1
Q5NF74 tktA P31994 FCGR2B 1
Q5NGD0 ileS P32121 ARRB2 1
Q5NHX5 cdsA P32121 ARRB2 1
Q5NEC0 purL P32519 ELF1 1
Q5NGV7 katG P35579 MYH9 1
Q5NFM0 FTT_1214c P35606 COPB2 1
Q5NI40 ppdK P35611 ADD1 1
Q5NGC9 ribF P35680 HNF1B 1
Q5NHX8 pyrH P36543 ATP6V1E1 1
Q5NFQ6 FTT_1170 P36873 PPP1CC 1
Q5NET8 hrpA P40763 STAT3 1
Q5NGF9 FTT_0886 P40763 STAT3 1
Q5NHX5 cdsA P40939 HADHA 1
Q5NGZ7 FTT_0679c P41091 EIF2S3 1
Q5NGW2 FTT_0715 P41222 PTGDS 1
Q5NEE1 groL P42224 STAT1 1
Q5NGB9 hemL P42226 STAT6 1
Q5NEC0 purL P42356 PI4KA 1
Q5NEU6 dnaJ2 P42356 PI4KA 1
Q5NHX0 fusA P47755 CAPZA2 1
Q5NEC0 purL P48200 IREB2 1
Q5NGW2 FTT_0715 P48960 CD97 1
Q5NEB4 yegQ P48995 TRPC1 1
Q5NEC0 purL P48995 TRPC1 1
Q5NEH1 carB P48995 TRPC1 1
Q5NI33 FTT_0257 P48995 TRPC1 1
Q5NET8 hrpA P49407 ARRB1 1
Q5NGW2 FTT_0715 P49407 ARRB1 1
Q5NEY7 nadA P49458 SRP9 1
Q5NGP3 FTT_0792 P49585 PCYT1A 1
Q5NHS4 folC P49589 CARS 1
Q5NHZ0 lldD1 P49589 CARS 1
Q5NI22 FTT_0268 P49589 CARS 1
Q5NEJ4 ftsK P49765 VEGFB 1
Q5NET2 fadB/acbP P49792 RANBP2 1
Q5NIB3 parE P49902 NT5C2 1
Q5NG93 xthA P50542 PEX5 1
Q5NIG6 FTT_0106c P51114 FXR1 1
Q5NEH1 carB P51148 RAB5C 1
Q5NF74 tktA P51665 PSMD7 1
Q5NEA3 ipdC P51991 HNRNPA3 1
Q5NFN3 sbcB P51991 HNRNPA3 1
Q5NG28 dacD P52566 ARHGDIB 1
Q8G8T7 asd P52566 ARHGDIB 1
Q5NEC0 purL P52630 STAT2 1
Q5NGV3 FTT_0726c P52701 MSH6 1
